source,target,relation
article_50_para_3,definition_50,uses_term
article_50_para_4,definition_1,uses_term
article_50_para_4,definition_60,uses_term
article_50_para_7,definition_47,uses_term
article_51_para_1,definition_2,uses_term
article_51_para_1,definition_63,uses_term
article_51_para_1,definition_65,uses_term
article_51_para_2,definition_63,uses_term
article_52_para_1,definition_2,uses_term
article_52_para_1,definition_3,uses_term
article_52_para_1,definition_63,uses_term
article_52_para_1,definition_65,uses_term
article_52_para_2,definition_2,uses_term
article_52_para_2,definition_3,uses_term
article_52_para_2,definition_63,uses_term
article_52_para_2,definition_65,uses_term
article_52_para_3,definition_2,uses_term
article_52_para_3,definition_3,uses_term
article_52_para_3,definition_63,uses_term
article_52_para_3,definition_65,uses_term
article_52_para_4,definition_63,uses_term
article_52_para_5,definition_2,uses_term
article_52_para_5,definition_3,uses_term
article_52_para_5,definition_63,uses_term
article_52_para_5,definition_65,uses_term
article_52_para_6,definition_2,uses_term
article_52_para_6,definition_65,uses_term
article_53_para_1,definition_47,uses_term
article_53_para_1,definition_63,uses_term
article_53_para_4,definition_27,uses_term
article_54_para_1,definition_5,uses_term
article_54_para_1,definition_63,uses_term
article_54_para_2,definition_3,uses_term
article_54_para_2,definition_5,uses_term
article_54_para_3,definition_3,uses_term
article_54_para_3,definition_5,uses_term
article_54_para_3,definition_47,uses_term
article_54_para_3,definition_63,uses_term
article_54_para_4,definition_3,uses_term
article_54_para_4,definition_5,uses_term
article_54_para_4,definition_47,uses_term
article_54_para_5,definition_3,uses_term
article_54_para_5,definition_5,uses_term
article_54_para_5,definition_47,uses_term
article_54_para_6,definition_2,uses_term
article_54_para_6,definition_65,uses_term
article_55_para_1,definition_2,uses_term
article_55_para_1,definition_9,uses_term
article_55_para_1,definition_47,uses_term
article_55_para_1,definition_63,uses_term
article_55_para_1,definition_65,uses_term
article_55_para_2,definition_2,uses_term
article_55_para_2,definition_27,uses_term
article_55_para_2,definition_65,uses_term
article_56_para_1,definition_47,uses_term
article_56_para_2,definition_47,uses_term
article_56_para_3,definition_47,uses_term
article_56_para_4,definition_47,uses_term
article_56_para_5,definition_47,uses_term
article_56_para_6,definition_47,uses_term
article_56_para_7,definition_47,uses_term
article_56_para_8,definition_47,uses_term
article_56_para_9,definition_47,uses_term
article_57_para_1,definition_55,uses_term
article_57_para_3,definition_55,uses_term
article_57_para_5,definition_54,uses_term
article_57_para_7,definition_1,uses_term
article_57_para_7,definition_3,uses_term
article_57_para_7,definition_20,uses_term
article_57_para_7,definition_55,uses_term
article_57_para_8,definition_3,uses_term
article_57_para_10,definition_50,uses_term
article_57_para_10,definition_55,uses_term
article_57_para_11,definition_47,uses_term
article_57_para_11,definition_55,uses_term
article_57_para_12,definition_1,uses_term
article_57_para_12,definition_48,uses_term
article_57_para_12,definition_55,uses_term
article_57_para_15,definition_47,uses_term
article_57_para_16,definition_47,uses_term
article_57_para_16,definition_55,uses_term
article_58_para_1,definition_54,uses_term
article_58_para_1,definition_55,uses_term
article_58_para_2,definition_1,uses_term
article_58_para_2,definition_3,uses_term
article_58_para_2,definition_20,uses_term
article_58_para_2,definition_48,uses_term
article_58_para_2,definition_55,uses_term
article_58_para_4,definition_55,uses_term
article_59_para_1,definition_3,uses_term
article_59_para_1,definition_38,uses_term
article_59_para_1,definition_46,uses_term
article_59_para_1,definition_50,uses_term
article_59_para_1,definition_51,uses_term
article_59_para_1,definition_55,uses_term
article_59_para_1,definition_62,uses_term
article_59_para_2,definition_46,uses_term
article_59_para_2,definition_50,uses_term
article_59_para_3,definition_50,uses_term
article_60_para_1,definition_2,uses_term
article_60_para_1,definition_53,uses_term
article_60_para_2,definition_1,uses_term
article_60_para_2,definition_2,uses_term
article_60_para_2,definition_9,uses_term
article_60_para_2,definition_11,uses_term
article_60_para_3,definition_2,uses_term
article_60_para_4,definition_1,uses_term
article_60_para_4,definition_2,uses_term
article_60_para_4,definition_3,uses_term
article_60_para_4,definition_4,uses_term
article_60_para_4,definition_15,uses_term
article_60_para_4,definition_26,uses_term
article_60_para_4,definition_46,uses_term
article_60_para_4,definition_50,uses_term
article_60_para_4,definition_53,uses_term
article_60_para_4,definition_57,uses_term
article_60_para_4,definition_59,uses_term
article_60_para_5,definition_50,uses_term
article_60_para_5,definition_59,uses_term
article_60_para_6,definition_2,uses_term
article_60_para_7,definition_3,uses_term
article_60_para_7,definition_26,uses_term
article_60_para_7,definition_49,uses_term
article_60_para_8,definition_26,uses_term
article_60_para_9,definition_3,uses_term
article_61_para_1,definition_1,uses_term
article_61_para_1,definition_3,uses_term
article_61_para_1,definition_59,uses_term
article_61_para_2,definition_59,uses_term
article_62_para_2,definition_20,uses_term
article_62_para_3,definition_47,uses_term
article_63_para_1,definition_2,uses_term
article_64_para_1,definition_47,uses_term
article_64_para_2,definition_47,uses_term
article_65_para_2,definition_47,uses_term
article_65_para_8,definition_47,uses_term
article_68_para_2,definition_3,uses_term
article_68_para_3,definition_2,uses_term
article_68_para_3,definition_47,uses_term
article_68_para_3,definition_65,uses_term
article_68_para_4,definition_47,uses_term
article_68_para_5,definition_47,uses_term
article_70_para_1,definition_19,uses_term
article_70_para_1,definition_26,uses_term
article_70_para_2,definition_26,uses_term
article_70_para_3,definition_50,uses_term
article_70_para_8,definition_1,uses_term
article_70_para_9,definition_2,uses_term
article_71_para_1,definition_2,uses_term
article_71_para_2,definition_3,uses_term
article_71_para_2,definition_5,uses_term
article_71_para_3,definition_4,uses_term
article_60_para_5,definition_3,uses_term
article_60_para_5,definition_4,uses_term
article_72_para_1,definition_1,uses_term
article_72_para_1,definition_2,uses_term
article_72_para_1,definition_25,uses_term
article_72_para_2,definition_2,uses_term
article_72_para_2,definition_3,uses_term
article_72_para_2,definition_25,uses_term
article_72_para_2,definition_38,uses_term
article_72_para_3,definition_25,uses_term
article_72_para_4,definition_2,uses_term
article_72_para_4,definition_25,uses_term
article_73_para_1,definition_2,uses_term
article_73_para_1,definition_49,uses_term
article_73_para_2,definition_1,uses_term
article_73_para_2,definition_3,uses_term
article_73_para_2,definition_4,uses_term
article_73_para_2,definition_49,uses_term
article_73_para_3,definition_3,uses_term
article_73_para_3,definition_4,uses_term
article_73_para_3,definition_49,uses_term
article_73_para_3,definition_61,uses_term
article_73_para_4,definition_1,uses_term
article_73_para_4,definition_2,uses_term
article_73_para_4,definition_3,uses_term
article_73_para_4,definition_4,uses_term
article_73_para_4,definition_49,uses_term
article_73_para_5,definition_3,uses_term
article_73_para_5,definition_4,uses_term
article_73_para_6,definition_1,uses_term
article_73_para_6,definition_2,uses_term
article_73_para_6,definition_3,uses_term
article_73_para_6,definition_22,uses_term
article_73_para_6,definition_49,uses_term
article_73_para_7,definition_49,uses_term
article_73_para_8,definition_26,uses_term
article_73_para_9,definition_2,uses_term
article_73_para_10,definition_2,uses_term
article_73_para_10,definition_48,uses_term
article_73_para_11,definition_49,uses_term
article_74_para_1,definition_8,uses_term
article_74_para_3,definition_2,uses_term
article_74_para_3,definition_26,uses_term
article_74_para_6,definition_1,uses_term
article_74_para_6,definition_2,uses_term
article_74_para_6,definition_11,uses_term
article_74_para_6,definition_26,uses_term
article_74_para_7,definition_26,uses_term
article_74_para_8,definition_2,uses_term
article_74_para_9,definition_26,uses_term
article_74_para_10,definition_2,uses_term
article_74_para_11,definition_2,uses_term
article_74_para_11,definition_47,uses_term
article_74_para_12,definition_2,uses_term
article_74_para_12,definition_32,uses_term
article_74_para_13,definition_1,uses_term
article_74_para_13,definition_2,uses_term
article_74_para_13,definition_3,uses_term
article_75_para_1,definition_1,uses_term
article_75_para_1,definition_3,uses_term
article_75_para_1,definition_47,uses_term
article_75_para_1,definition_63,uses_term
article_75_para_2,definition_2,uses_term
article_75_para_2,definition_47,uses_term
article_75_para_3,definition_1,uses_term
article_75_para_3,definition_2,uses_term
article_75_para_3,definition_26,uses_term
article_75_para_3,definition_47,uses_term
article_75_para_3,definition_63,uses_term
article_76_para_2,definition_3,uses_term
article_76_para_2,definition_55,uses_term
article_76_para_3,definition_3,uses_term
article_76_para_3,definition_4,uses_term
article_76_para_3,definition_26,uses_term
article_76_para_3,definition_49,uses_term
article_76_para_4,definition_3,uses_term
article_76_para_4,definition_26,uses_term
article_76_para_5,definition_1,uses_term
article_76_para_5,definition_26,uses_term
article_77_para_1,definition_2,uses_term
article_77_para_3,definition_2,uses_term
article_77_para_3,definition_26,uses_term
article_78_para_2,definition_2,uses_term
article_78_para_3,definition_2,uses_term
article_78_para_3,definition_4,uses_term
article_78_para_3,definition_46,uses_term
article_78_para_3,definition_48,uses_term
article_79_para_1,definition_2,uses_term
article_79_para_2,definition_1,uses_term
article_79_para_2,definition_2,uses_term
article_79_para_2,definition_8,uses_term
article_79_para_2,definition_22,uses_term
article_79_para_2,definition_26,uses_term
article_79_para_3,definition_8,uses_term
article_79_para_3,definition_26,uses_term
article_79_para_4,definition_8,uses_term
article_79_para_5,definition_1,uses_term
article_79_para_5,definition_8,uses_term
article_79_para_5,definition_26,uses_term
article_79_para_6,definition_1,uses_term
article_79_para_6,definition_2,uses_term
article_79_para_6,definition_8,uses_term
article_79_para_7,definition_1,uses_term
article_79_para_7,definition_26,uses_term
article_79_para_8,definition_8,uses_term
article_79_para_8,definition_26,uses_term
article_79_para_9,definition_1,uses_term
article_80_para_1,definition_1,uses_term
article_80_para_1,definition_2,uses_term
article_80_para_1,definition_3,uses_term
article_80_para_1,definition_26,uses_term
article_80_para_2,definition_1,uses_term
article_80_para_2,definition_2,uses_term
article_80_para_2,definition_3,uses_term
article_80_para_2,definition_26,uses_term
article_80_para_3,definition_1,uses_term
article_80_para_3,definition_3,uses_term
article_80_para_3,definition_26,uses_term
article_80_para_4,definition_1,uses_term
article_80_para_4,definition_3,uses_term
article_80_para_5,definition_3,uses_term
article_80_para_6,definition_1,uses_term
article_80_para_6,definition_3,uses_term
article_80_para_7,definition_1,uses_term
article_80_para_7,definition_2,uses_term
article_80_para_7,definition_3,uses_term
article_80_para_7,definition_26,uses_term
article_81_para_1,definition_8,uses_term
article_81_para_1,definition_26,uses_term
article_81_para_2,definition_1,uses_term
article_81_para_3,definition_1,uses_term
article_82_para_1,definition_1,uses_term
article_82_para_1,definition_2,uses_term
article_82_para_1,definition_8,uses_term
article_82_para_1,definition_26,uses_term
article_82_para_2,definition_3,uses_term
article_82_para_2,definition_8,uses_term
article_82_para_3,definition_1,uses_term
article_82_para_3,definition_2,uses_term
article_83_para_1,definition_3,uses_term
article_83_para_1,definition_5,uses_term
article_83_para_1,definition_24,uses_term
article_83_para_1,definition_26,uses_term
article_83_para_2,definition_1,uses_term
article_83_para_2,definition_2,uses_term
article_83_para_2,definition_26,uses_term
article_86_para_1,definition_2,uses_term
article_86_para_1,definition_4,uses_term
article_88_para_1,definition_47,uses_term
article_89_para_1,definition_47,uses_term
article_89_para_2,definition_3,uses_term
article_89_para_2,definition_63,uses_term
article_89_para_2,definition_68,uses_term
article_90_para_1,definition_2,uses_term
article_90_para_1,definition_47,uses_term
article_90_para_1,definition_63,uses_term
article_90_para_2,definition_47,uses_term
article_90_para_3,definition_2,uses_term
article_90_para_3,definition_3,uses_term
article_90_para_3,definition_63,uses_term
article_90_para_3,definition_65,uses_term
article_91_para_1,definition_3,uses_term
article_91_para_1,definition_63,uses_term
article_91_para_2,definition_3,uses_term
article_91_para_2,definition_47,uses_term
article_91_para_2,definition_63,uses_term
article_91_para_3,definition_3,uses_term
article_91_para_3,definition_63,uses_term
article_91_para_5,definition_3,uses_term
article_91_para_5,definition_63,uses_term
article_92_para_1,definition_2,uses_term
article_92_para_1,definition_3,uses_term
article_92_para_1,definition_47,uses_term
article_92_para_1,definition_63,uses_term
article_92_para_1,definition_65,uses_term
article_92_para_3,definition_63,uses_term
article_92_para_5,definition_3,uses_term
article_92_para_5,definition_63,uses_term
article_92_para_7,definition_3,uses_term
article_92_para_7,definition_47,uses_term
article_92_para_7,definition_63,uses_term
article_93_para_1,definition_2,uses_term
article_93_para_1,definition_10,uses_term
article_93_para_1,definition_65,uses_term
article_93_para_2,definition_3,uses_term
article_93_para_2,definition_47,uses_term
article_93_para_2,definition_63,uses_term
article_93_para_3,definition_2,uses_term
article_93_para_3,definition_3,uses_term
article_93_para_3,definition_63,uses_term
article_93_para_3,definition_65,uses_term
article_95_para_1,definition_2,uses_term
article_95_para_1,definition_47,uses_term
article_95_para_2,definition_47,uses_term
article_95_para_2,definition_56,uses_term
article_95_para_3,definition_12,uses_term
article_95_para_4,definition_47,uses_term
article_96_para_1,definition_1,uses_term
article_96_para_1,definition_23,uses_term
article_96_para_2,definition_47,uses_term
article_99_para_7,definition_8,uses_term
article_100_para_3,definition_1,uses_term
article_100_para_5,definition_50,uses_term
article_101_para_1,definition_2,uses_term
article_101_para_1,definition_3,uses_term
article_101_para_1,definition_63,uses_term
article_101_para_1,definition_65,uses_term
article_101_para_2,definition_3,uses_term
article_101_para_2,definition_63,uses_term
article_111_para_2,definition_2,uses_term
article_112_para_5,definition_47,uses_term
article_112_para_7,definition_2,uses_term
article_112_para_11,definition_2,uses_term
article_112_para_11,definition_47,uses_term
article_112_para_12,definition_20,uses_term
